game_id,season,week,completed,home_team,home_points,away_team,away_points,result,winner,mean_spread,proj_margin,abs_error,vegas_abs_error,sqd_error,vegas_sqd_error,straight_up_win,vegas_straight_up_win,ATS_win,AE_ATS_win
401756846,2025,1,TRUE,Kansas State,21,Iowa State,24,3,Iowa State,-3,-1.915662771337444,4.915662771337444,6,24.16374048151292,36,0,0,1,1
401756847,2025,1,TRUE,Kansas,31,Fresno State,7,-24,Kansas,-14.166666666666666,-9.523745723072476,14.476254276927524,9.833333333333334,209.5619378902624,96.69444444444446,1,1,0,0
401757218,2025,1,TRUE,Western Kentucky,41,Sam Houston,24,-17,Western Kentucky,-9.833333333333334,-6.002169441692285,10.997830558307715,7.166666666666666,120.952276989247,51.3611111111111,1,1,0,0
401754516,2025,1,TRUE,Hawai'i,23,Stanford,20,-3,Hawai'i,-1.6666666666666667,-4.055871535299019,1.0558715352990191,1.3333333333333333,1.1148646990547078,1.7777777777777777,1,1,1,1
401762522,2025,1,TRUE,South Florida,34,Boise State,7,-27,South Florida,6.166666666666667,6.972192979986096,33.9721929799861,33.166666666666664,1154.1098958694167,1100.0277777777776,0,0,0,0
401752794,2025,1,TRUE,Rutgers,34,Ohio,31,-3,Rutgers,-14.166666666666666,1.171080799597915,4.171080799597915,11.166666666666666,17.397915036774382,124.69444444444444,0,1,1,1
401762789,2025,1,TRUE,Akron,0,Wyoming,10,10,Wyoming,6,1.2342892600309634,8.765710739969037,4,76.83768477680853,16,1,1,0,0
401754373,2025,1,TRUE,NC State,24,East Carolina,17,-7,NC State,-13.333333333333334,-5.909496736566517,1.090503263433483,6.333333333333334,1.1891973675590766,40.11111111111112,1,1,1,1
401756848,2025,1,TRUE,UCF,17,Jacksonville State,10,-7,UCF,-19.166666666666668,-2.909972300984503,4.090027699015497,12.166666666666668,16.728326578714,148.0277777777778,1,1,1,1
401752793,2025,1,TRUE,Minnesota,23,Buffalo,10,-13,Minnesota,-17.166666666666668,-10.557183181466623,2.4428168185333767,4.166666666666668,5.9673540089095285,17.36111111111112,1,1,1,1
401752796,2025,1,TRUE,Cincinnati,17,Nebraska,20,3,Nebraska,6,0.31588302437127735,2.684116975628722,3,7.204483938858281,9,1,1,1,1
401762791,2025,1,TRUE,Wisconsin,17,Miami (OH),0,-17,Wisconsin,-18,-5.003816872159136,11.996183127840863,1,143.90840963669385,1,1,1,1,0
401761589,2025,1,TRUE,Charlotte,11,App State,34,23,App State,10.333333333333334,5.217822753650115,17.782177246349885,12.666666666666666,316.2058276206036,160.44444444444443,1,1,0,0
401752802,2025,1,TRUE,Michigan State,23,Western Michigan,6,-17,Michigan State,-20.833333333333332,-4.2967786540553234,12.703221345944677,3.833333333333332,161.37183256406448,14.694444444444436,1,1,1,0
401754374,2025,1,TRUE,Wake Forest,10,Kennesaw State,9,-1,Wake Forest,-18.166666666666668,-8.139888910984798,7.139888910984798,17.166666666666668,50.97801366120368,294.69444444444446,1,1,1,1
401754375,2025,1,TRUE,Colorado,20,Georgia Tech,27,7,Georgia Tech,3.6666666666666665,2.203180368768578,4.796819631231422,3.3333333333333335,23.00947857456715,11.111111111111112,1,1,0,0
401752667,2025,1,TRUE,Baylor,24,Auburn,38,14,Auburn,0.33333333333333337,-1.2200879795502877,15.220087979550287,13.666666666666666,231.65107810525112,186.77777777777777,0,1,0,0
401757224,2025,1,TRUE,Sam Houston,21,UNLV,38,17,UNLV,10.333333333333334,5.302515596193809,11.697484403806191,6.666666666666666,136.8311413772891,44.44444444444443,1,1,0,0
401760358,2025,1,TRUE,San José State,14,Central Michigan,16,2,Central Michigan,-13.5,-6.257418436549807,8.257418436549807,15.5,68.18495923627266,240.25,0,0,1,1
401752676,2025,1,TRUE,Tennessee,45,Syracuse,26,-19,Tennessee,-13.5,-8.241519001754755,10.758480998245243,5.5,115.744913389604,30.25,1,1,0,0
401752801,2025,1,TRUE,Purdue,31,Ball State,0,-31,Purdue,-16.5,-0.15914898645723596,30.840851013542764,14.5,951.1580912395416,210.25,1,1,0,0
401752677,2025,1,TRUE,Ohio State,14,Texas,7,-7,Ohio State,-2.1666666666666665,-5.581105268031081,1.4188947319689191,4.833333333333334,2.013262260409151,23.36111111111112,1,1,1,1
401752673,2025,1,TRUE,Southern Miss,17,Mississippi State,34,17,Mississippi State,13.833333333333334,8.561263793017176,8.438736206982824,3.166666666666666,71.21226877104286,10.027777777777771,1,1,0,0
401752797,2025,1,TRUE,Maryland,39,Florida Atlantic,7,-32,Maryland,-14.166666666666666,-6.870907369866714,25.12909263013329,17.833333333333336,631.471296413819,318.0277777777779,1,1,0,0
401752803,2025,1,TRUE,Tulane,23,Northwestern,3,-20,Tulane,-6,-13.265589712997633,6.734410287002367,14,45.352281913683306,196,1,1,1,1
401752670,2025,1,TRUE,Kentucky,24,Toledo,16,-8,Kentucky,-9.833333333333334,-5.962492741642058,2.037507258357942,1.833333333333334,4.151435827861297,3.3611111111111134,1,1,1,0
401752806,2025,1,TRUE,Indiana,27,Old Dominion,14,-13,Indiana,-23.333333333333332,-11.025320617792476,1.9746793822075244,10.333333333333332,3.89935866251549,106.77777777777776,1,1,1,1
401762456,2025,1,TRUE,Massachusetts,10,Temple,42,32,Temple,2.3333333333333335,-1.586085555028375,33.586085555028376,29.666666666666668,1128.0251429096857,880.1111111111112,0,1,0,0
401752807,2025,1,TRUE,Penn State,46,Nevada,11,-35,Penn State,-44.166666666666664,-22.344690514587754,12.655309485412246,9.166666666666664,160.15685817156518,84.02777777777773,1,1,1,0
401752665,2025,1,TRUE,Florida State,31,Alabama,17,-14,Florida State,13.5,9.835235287036156,23.835235287036156,27.5,568.1184411883735,756.25,0,0,1,1
401752669,2025,1,TRUE,Georgia,45,Marshall,7,-38,Georgia,-38.833333333333336,-17.64570500288872,20.35429499711128,0.8333333333333357,414.2973248294292,0.6944444444444484,1,1,1,0
401754616,2025,1,TRUE,Virginia,48,Coastal Carolina,7,-41,Virginia,-13.166666666666666,-1.159121032400113,39.840878967599885,27.833333333333336,1587.295636910943,774.6944444444446,1,1,0,0
401752678,2025,1,TRUE,Texas A&M,42,UTSA,24,-18,Texas A&M,-23,-6.507754162279287,11.492245837720713,5,132.07171439460905,25,1,1,1,0
401752798,2025,1,TRUE,USC,73,Missouri State,13,-60,USC,-35.833333333333336,-13.37780673032233,46.622193269677666,24.166666666666664,2173.6289052751777,584.0277777777777,1,1,0,0
401752671,2025,1,TRUE,Clemson,10,LSU,17,7,LSU,-4.833333333333333,-1.407920280001047,8.407920280001047,11.833333333333332,70.69312343485288,140.02777777777774,0,0,1,1
401757225,2025,1,TRUE,Utah State,28,UTEP,16,-12,Utah State,-4.5,-6.943400344289187,5.056599655710813,7.5,25.569200078134713,56.25,1,1,1,1
401752808,2025,1,TRUE,Michigan,34,New Mexico,17,-17,Michigan,-35.166666666666664,-16.23789459115352,0.7621054088464803,18.166666666666664,0.5808046541930608,330.0277777777777,1,1,1,1
401752672,2025,1,TRUE,Ole Miss,63,Georgia State,7,-56,Ole Miss,-35.166666666666664,-18.589106711086224,37.410893288913776,20.833333333333336,1399.5749366744938,434.0277777777779,1,1,0,0
401761594,2025,1,TRUE,Texas State,52,Eastern Michigan,27,-25,Texas State,-13.833333333333334,-8.314805515841593,16.68519448415841,11.166666666666666,278.3957149741902,124.69444444444444,1,1,0,0
401761592,2025,1,TRUE,Louisiana,12,Rice,14,2,Rice,-11.166666666666666,-4.096353942066916,6.096353942066916,13.166666666666666,37.165531386954825,173.3611111111111,0,0,1,1
401760361,2025,1,TRUE,Fresno State,42,Georgia Southern,14,-28,Fresno State,-1,2.0103215254680973,30.010321525468097,27,900.6193980619738,729,0,1,0,0
401756849,2025,1,TRUE,Arizona,40,Hawai'i,6,-34,Arizona,-14.833333333333334,-5.500191570579501,28.499808429420497,19.166666666666664,812.2390805136677,367.36111111111103,1,1,0,0
401752936,2025,1,TRUE,Oregon State,15,California,34,19,California,0.8333333333333333,-2.7836788215977326,21.783678821597732,18.166666666666668,474.52866300252555,330.02777777777783,0,1,0,0
401752800,2025,1,TRUE,UCLA,10,Utah,43,33,Utah,6.5,-0.6782899574717733,33.678289957471776,26.5,1134.2272144595445,702.25,0,1,0,0
401752805,2025,1,TRUE,Washington,38,Colorado State,21,-17,Washington,-21.833333333333332,-10.129411613072378,6.870588386927622,4.833333333333332,47.2049847825847,23.3611111111111,1,1,1,0
401752680,2025,1,TRUE,South Carolina,24,Virginia Tech,11,-13,South Carolina,-7.666666666666667,-2.5844694111170456,10.415530588882955,5.333333333333333,108.48327744795652,28.444444444444443,1,1,0,0
